11,-0.71271,-0.89004,-1.10617,-0.13952,-0.41575,-1.13113,-1.39876,1.37927,-0.71368,0,1.63311,0.70501,-0.71271,-0.71271
12,-0.69452,-0.07428,-0.38901,-0.13952,-0.41575,-0.91274,-1.39876,0.55475,-0.71368,0,1.52948,0.27877,-0.69452,-0.69452
15,-0.48096,0.39719,-0.14669,8.06399,-0.41575,-1.13113,-1.39876,-0.31956,-0.71368,0,2.5853,-0.6229,-0.48096,-0.48096
16,-0.69452,-0.71984,0.88795,-0.13952,0.24368,0.39762,-1.39876,0.2112,-0.71368,0,0.55234,-0.6229,-0.69452,-0.69452
18,0.55592,0.81336,0.07211,-0.13952,-0.41575,1.81718,-1.39876,-1.05564,-0.71368,0,0.63377,-0.6229,0.55592,0.55592
20,1.90639,-0.7844,0.51905,-0.13952,-0.41575,-0.34492,-1.39876,1.07007,-0.71368,0,-1.56478,-0.6229,1.90639,1.90639
21,-0.53317,0.5088,0.1236,-0.13952,1.88162,-0.87752,-1.39876,-0.12681,-0.71368,0,0.70469,0.94775,-0.53317,-0.53317
22,0.76054,0.21915,0.56548,-0.13952,-0.41575,2.62127,-1.39876,-0.68671,-0.71368,0,-0.76531,-0.6229,0.76054,0.76054
23,-0.00678,-0.27602,3.50394,-0.13952,-0.41575,-0.39405,-1.39876,-0.33096,-0.71368,0,-1.56478,-0.6229,-0.00678,-0.00678
26,-0.2149,1.49982,-0.47453,-0.13952,-0.41575,1.7768,-1.39876,-0.15823,-0.71368,0,-0.60103,-0.6229,-0.2149,-0.2149
28,-0.8236,-1.08427,-0.65905,5.74848,0.73294,0.58079,-0.60128,-1.22395,3.49869,0,-0.14636,2.51839,-0.8236,-0.8236
29,-0.43862,-0.75738,-0.09864,-0.13952,-0.41575,-0.58261,-0.24891,0.17125,-0.49676,0,2.11652,-0.6229,-0.43862,-0.43862
30,-0.50764,-0.79078,-0.00858,-0.13952,-0.41575,-0.87194,-0.31209,1.10405,-0.09868,0,-0.4051,0.98227,-0.50764,-0.50764
31,0.16785,0.73823,-0.73149,-0.13952,-0.41575,0.08886,0.30619,0.00389,-0.39204,0,0.25471,0.21658,0.16785,0.16785
32,-0.80931,0.92051,-0.64487,-0.13952,1.33553,0.80219,-0.58821,0.13235,-0.25495,0,-0.26727,-0.6229,-0.80931,-0.80931
34,0.50998,-1.00969,-0.89864,-0.13952,-0.41575,-0.64978,0.61934,0.56527,-0.33297,0,0.94785,1.36445,0.50998,0.50998
36,0.46589,1.42342,-1.52409,-0.13952,-0.41575,-0.18767,0.57898,-0.84693,1.89799,0,-1.21301,3.2723,0.46589,0.46589
37,-0.62519,-0.84768,1.05512,-0.13952,-0.41575,1.20417,-0.41968,-0.79734,-0.52898,0,1.56979,-0.6229,-0.62519,-0.62519
38,0.04768,0.88364,-0.04117,-0.13952,-0.41575,-0.75071,0.19619,0.27215,-0.41279,0,-0.14636,-0.6229,0.04768,0.04768
39,-0.25437,-1.3654,1.13199,-0.13952,0.53383,-0.81665,-0.08026,0.45168,0.03251,0,-0.39222,0.6755,-0.25437,-0.25437
41,0.42352,-1.02364,-0.32224,-0.13952,-0.41575,-0.66865,0.5402,0.52444,-0.3479,0,1.19419,-0.6229,0.42352,0.42352
43,-0.10608,-1.3654,2.30679,-0.13952,-0.41575,-1.13113,0.05546,-0.74872,-0.43934,0,1.28041,0.80916,-0.10608,-0.10608
44,-0.49445,-0.00973,0.34879,-0.13952,-0.41575,-0.08284,-0.30001,0.55475,-0.5064,0,-0.58764,0.4591,-0.49445,-0.49445
48,-0.72156,0.04785,0.27056,-0.13952,0.22586,-0.70615,-0.50788,0.06728,1.47111,0,-0.61405,-0.6229,-0.72156,-0.72156
50,-0.76351,-0.91463,-0.59939,-0.13952,-0.41575,0.08886,-0.54628,0.32374,-0.23123,0,1.92258,-0.20316,-0.76351,-0.76351
57,-0.08237,0.97596,-1.06667,-0.13952,-0.41575,0.27702,0.07717,0.14711,0.67847,0,-0.51472,-0.6229,-0.08237,-0.08237
59,0.26945,0.85298,0.70479,-0.13952,0.87913,1.87079,0.39919,-2.75269,3.69563,0,-1.56478,-0.6229,0.26945,0.26945
63,-0.15147,0.62661,0.00826,-0.13952,-0.41575,2.57532,0.01391,-1.93353,3.28377,0,-1.56478,-0.6229,-0.15147,-0.15147
66,-0.05793,-0.04494,-0.59539,-0.13952,-0.41575,-0.77376,0.09953,0.5079,0.13427,0,0.03417,0.85256,-0.05793,-0.05793
67,0.02002,0.29461,-0.30794,-0.13952,-0.41575,-0.38236,0.17088,0.18666,0.17464,0,0.11031,-0.6229,0.02002,0.02002
69,-0.85737,-1.3654,0.3765,-0.13952,-0.41575,0.51444,-0.63219,0.49483,-0.56907,0,1.16211,-0.6229,-0.85737,-0.85737
70,-0.55763,-0.26455,-0.07239,-0.13952,-0.41575,-0.3863,-0.35784,0.2564,-0.51731,0,1.0272,0.40215,-0.55763,-0.55763
82,-0.63568,-0.3401,0.12845,-0.13952,-0.41575,-0.66865,-0.42928,0.61538,-0.53079,0,0.84932,-0.6229,-0.63568,-0.63568
83,-0.65604,-0.69501,-1.22941,-0.13952,-0.41575,0.22963,-0.44792,1.66468,0.18319,0,-0.55006,-0.6229,-0.65604,-0.65604
85,-0.50764,-0.59924,1.67533,-0.13952,-0.41575,-0.35356,-0.31209,0.18666,0.7213,0,-1.3715,-0.6229,-0.50764,-0.50764
100,-0.49445,-0.59073,-1.35383,-0.13952,-0.41575,0.4413,-0.30001,0.86394,-0.5064,0,1.36662,-0.6229,-0.49445,-0.49445
105,3.44979,1.12461,-1.52409,-0.13952,-0.41575,2.23837,3.31015,-1.13846,0.17464,0,-1.56478,-0.6229,3.44979,3.44979
109,-0.49445,-1.3654,-0.67278,-0.13952,0.37557,2.27581,-0.30001,1.07007,-0.5064,0,-0.78307,-0.0819,-0.49445,-0.49445
113,0.10576,0.08711,-1.0133,-0.13952,5.51914,0.4413,0.24936,-1.24888,1.46271,0,-0.09908,1.0001,0.10576,0.10576
118,0.38278,-1.03021,0.24401,-0.13952,-0.41575,-1.13113,0.50292,0.77277,-0.35493,0,0.12641,0.31345,0.38278,0.38278
