subjectCode,child neutral affect,cleanup not requested,mother positive affect,no child independent clean up,v direct concrete inst,p touching toys for cleanup,v small mission steps,no compliance - Passive,p signal const,yes compliance,v positive feedback,p positive feedback,v signal const,v perspective/mirroring,p mother cleanup,v concern,p concern exp,child positive affect,v choice,p gentle touch for clean up,v rational,p affection expression,v motivation arousal,v unclear,v inadequate perspective/invalidation,v action oriented feedback,v affection,v hostility,no compliance - Defiance,p modeling,v modeling,p forceful touch for cleanup,child negative affect,no compliance - Refusal,child alert,no inadequate boundaries setting,indecisive expectations setting,legitimazinig expectation violation,v glorificaion feedback,v negative cr,yes child independent clean up,v threat punishment,p motivational arrousal,child tired,v material reward,v negative feedback,unclear compiance
subjects_048,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.08108108108108109,0.05405405405405406,0.15315315315315314,0.0,0.17117117117117117,0.0,0.05405405405405406,0.0,0.07207207207207207,0.018018018018018018,0.036036036036036036,0.0,0.0,0.0,0.0,0.02702702702702703,0.036036036036036036,0.0,0.009009009009009009,0.0,0.009009009009009009,0.0,0.018018018018018018,0.009009009009009009,0.0,0.02702702702702703,0.02702702702702703,0.009009009009009009,0.0,0.0,0.009009009009009009,0.06306306306306306,0.018018018018018018,0.036036036036036036,0.009009009009009009,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0
subjects_050,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.06896551724137931,0.11206896551724138,0.28448275862068967,0.0,0.10344827586206896,0.0,0.19827586206896552,0.0,0.0,0.02586206896551724,0.02586206896551724,0.008620689655172414,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.017241379310344827,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_057,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.11940298507462686,0.11940298507462686,0.13432835820895522,0.0,0.14925373134328357,0.0,0.04477611940298507,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.11940298507462686,0.0,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.04477611940298507,0.0,0.029850746268656716,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_059,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.07272727272727272,0.05454545454545454,0.09090909090909091,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.03636363636363636,0.0,0.0,0.0,0.0,0.09090909090909091,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.12727272727272726,0.05454545454545454,0.05454545454545454,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_063,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.07142857142857142,0.04285714285714286,0.07142857142857142,0.0,0.1,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.014285714285714285,0.11428571428571428,0.07142857142857142,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0
subjects_066,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.045454545454545456,0.18181818181818182,0.18181818181818182,0.0,0.13636363636363635,0.0,0.09090909090909091,0.0,0.0,0.030303030303030304,0.07575757575757576,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.030303030303030304,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_067,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.19047619047619047,0.15873015873015872,0.0,0.14285714285714285,0.0,0.07936507936507936,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.07936507936507936,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_069,0.007751937984496124,0.007751937984496124,0.007751937984496124,0.007751937984496124,0.06201550387596899,0.13178294573643412,0.20155038759689922,0.0,0.17054263565891473,0.0,0.13953488372093023,0.015503875968992248,0.03875968992248062,0.08527131782945736,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.007751937984496124,0.015503875968992248,0.0,0.0,0.0,0.06201550387596899,0.0,0.0,0.007751937984496124,0.007751937984496124,0.0,0.0,0.0,0.007751937984496124,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_070,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.031578947368421054,0.12631578947368421,0.23157894736842105,0.0,0.18947368421052632,0.0,0.1368421052631579,0.010526315789473684,0.0,0.06315789473684211,0.06315789473684211,0.021052631578947368,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.021052631578947368,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_082,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.08823529411764706,0.049019607843137254,0.20588235294117646,0.0,0.17647058823529413,0.0,0.12745098039215685,0.00980392156862745,0.08823529411764706,0.0392156862745098,0.0196078431372549,0.0,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0,0.0,0.029411764705882353,0.0196078431372549,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0
subjects_083,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.10576923076923077,0.10576923076923077,0.18269230769230768,0.0,0.19230769230769232,0.0,0.057692307692307696,0.0,0.125,0.019230769230769232,0.009615384615384616,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.028846153846153848,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,0.0,0.0
subjects_085,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.15384615384615385,0.14285714285714285,0.15384615384615385,0.0,0.0989010989010989,0.0,0.01098901098901099,0.0,0.0,0.08791208791208792,0.04395604395604396,0.0,0.0,0.0,0.0,0.02197802197802198,0.07692307692307693,0.01098901098901099,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.0,0.02197802197802198,0.02197802197802198,0.0,0.0,0.0,0.01098901098901099,0.04395604395604396,0.02197802197802198,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_088,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_100,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.05555555555555555,0.13333333333333333,0.2111111111111111,0.0,0.2,0.0,0.16666666666666666,0.0,0.011111111111111112,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_105,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_109,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.08888888888888889,0.1111111111111111,0.12222222222222222,0.0,0.12222222222222222,0.0,0.044444444444444446,0.0,0.16666666666666666,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.05555555555555555,0.022222222222222223,0.03333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.011111111111111112,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_113,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.06666666666666667,0.08333333333333333,0.11666666666666667,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.06666666666666667,0.016666666666666666,0.05,0.03333333333333333,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.06666666666666667,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_118,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.15384615384615385,0.21153846153846154,0.0,0.23076923076923078,0.0,0.09615384615384616,0.0,0.0,0.057692307692307696,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_119,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.07272727272727272,0.12727272727272726,0.09090909090909091,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,0.16363636363636364,0.0,0.0,0.0,0.0,0.01818181818181818,0.03636363636363636,0.05454545454545454,0.01818181818181818,0.0,0.03636363636363636,0.0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.09090909090909091,0.03636363636363636,0.03636363636363636,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0
subjects_121,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.09836065573770492,0.11475409836065574,0.14754098360655737,0.0,0.08196721311475409,0.0,0.01639344262295082,0.0,0.04918032786885246,0.0,0.08196721311475409,0.01639344262295082,0.0,0.0,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.09836065573770492,0.03278688524590164,0.0,0.01639344262295082,0.01639344262295082,0.0,0.0,0.0,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0
subjects_126,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.07575757575757576,0.13636363636363635,0.16666666666666666,0.0,0.24242424242424243,0.0,0.10606060606060606,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_132,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.11864406779661017,0.15254237288135594,0.2033898305084746,0.0,0.1864406779661017,0.0,0.15254237288135594,0.0,0.01694915254237288,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjects_133,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.10638297872340426,0.2553191489361702,0.0,0.02127659574468085,0.0,0.0,0.0,0.10638297872340426,0.0851063829787234,0.1276595744680851,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
