,15,16,46,44,27,24,28,19,25,20,39,38,29,9,30,23,22,1,10,26,11,3,12,0,32,13,4,40,18,7,14,31,2,17,5,41,42,43,33,34,45,35,8,6,36,37,21,clusters
10,0.008064516,0.008064516,0.008064516,0.008064516,0.096774194,0.080645161,0.096774194,0,0.112903226,0,0.080645161,0,0.016129032,0.016129032,0.016129032,0.056451613,0.008064516,0,0.008064516,0.016129032,0,0.008064516,0,0.008064516,0,0,0.064516129,0.016129032,0,0.016129032,0.016129032,0,0,0,0.008064516,0.112903226,0.080645161,0.032258065,0,0,0,0,0,0,0,0,0,0
23,0.009009009,0.009009009,0.009009009,0.009009009,0.081081081,0.054054054,0.153153153,0,0.171171171,0,0.054054054,0,0.072072072,0.018018018,0.036036036,0,0,0,0,0.027027027,0.036036036,0,0.009009009,0,0.009009009,0,0.018018018,0.009009009,0,0.027027027,0.027027027,0.009009009,0,0,0.009009009,0.063063063,0.018018018,0.036036036,0.009009009,0.009009009,0,0.009009009,0,0,0,0,0,0
26,0.018181818,0.018181818,0.018181818,0.018181818,0.072727273,0.054545455,0.090909091,0,0.036363636,0,0,0,0,0.072727273,0.072727273,0,0,0,0,0,0.036363636,0.036363636,0,0,0,0,0.090909091,0.018181818,0,0.018181818,0.018181818,0,0,0,0.018181818,0.127272727,0.054545455,0.054545455,0,0.054545455,0,0,0,0,0,0,0,0
27,0.014285714,0.014285714,0.014285714,0.014285714,0.071428571,0.042857143,0.071428571,0,0.1,0,0,0,0.028571429,0.028571429,0.085714286,0,0,0,0,0.028571429,0.014285714,0.014285714,0.014285714,0,0,0,0.142857143,0,0,0,0.028571429,0,0,0,0.014285714,0.114285714,0.071428571,0.028571429,0.014285714,0.014285714,0,0,0.014285714,0,0,0,0,0
39,0.016666667,0.016666667,0.016666667,0.016666667,0.066666667,0.083333333,0.116666667,0,0.083333333,0,0.083333333,0,0.066666667,0.016666667,0.05,0.033333333,0,0,0,0,0.016666667,0,0,0,0.033333333,0,0.066666667,0.083333333,0,0,0,0,0,0,0.016666667,0.066666667,0,0.05,0,0,0,0,0,0,0,0,0,0
62,0.016129032,0.016129032,0.016129032,0.016129032,0.048387097,0.032258065,0.048387097,0,0.241935484,0,0,0,0,0.032258065,0.016129032,0.016129032,0,0,0,0.016129032,0.032258065,0,0.016129032,0,0.032258065,0,0.064516129,0,0,0.016129032,0.032258065,0,0,0,0.016129032,0.129032258,0.129032258,0.016129032,0,0,0,0,0,0,0,0,0,0
102,0.018181818,0.018181818,0.018181818,0.018181818,0.090909091,0.072727273,0.018181818,0,0.054545455,0,0.054545455,0.036363636,0.036363636,0.054545455,0.090909091,0,0,0,0,0.018181818,0.163636364,0.036363636,0,0,0.018181818,0,0.072727273,0,0,0.036363636,0.036363636,0,0,0,0.018181818,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0
0,0.009090909,0.009090909,0.009090909,0.009090909,0.018181818,0.218181818,0.218181818,0,0.227272727,0,0.163636364,0.018181818,0.018181818,0.027272727,0.027272727,0.018181818,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.009259259,0.009259259,0.009259259,0.009259259,0.055555556,0.12037037,0.185185185,0,0.166666667,0,0.166666667,0.009259259,0.046296296,0.046296296,0.074074074,0.009259259,0.009259259,0,0.009259259,0.037037037,0.009259259,0.009259259,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
