id,subjectCode,15,16,46,44,27,24,28,19,25,20,39,38,29,9,30,23,22,1,10,26,11,3,12,0,32,13,4,40,18,7,14,31,2,17,5,41,42,43,33,34,45,35,8,6,36,37,21
0,subjects_011,0.009090909,0.009090909,0.009090909,0.009090909,0.018181818,0.218181818,0.218181818,0,0.227272727,0,0.163636364,0.018181818,0.018181818,0.027272727,0.027272727,0.018181818,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,subjects_012,0.009259259,0.009259259,0.009259259,0.009259259,0.055555556,0.12037037,0.185185185,0,0.166666667,0,0.166666667,0.009259259,0.046296296,0.046296296,0.074074074,0.009259259,0.009259259,0,0.009259259,0.037037037,0.009259259,0.009259259,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,subjects_015,0.011235955,0.011235955,0.011235955,0.011235955,0.033707865,0.112359551,0.146067416,0,0.101123596,0,0.235955056,0,0.123595506,0.011235955,0.078651685,0,0,0,0,0,0,0,0.04494382,0.011235955,0.02247191,0.033707865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,subjects_016,0.009259259,0.009259259,0.009259259,0.009259259,0.046296296,0.092592593,0.222222222,0,0.157407407,0,0.12037037,0,0.018518519,0.055555556,0.027777778,0,0,0,0,0.037037037,0,0.009259259,0.055555556,0,0,0,0.055555556,0.009259259,0,0.027777778,0.018518519,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,subjects_018,0.020833333,0.020833333,0.020833333,0.020833333,0.041666667,0.083333333,0.125,0,0.041666667,0,0.125,0,0.104166667,0.020833333,0.125,0,0,0,0,0.041666667,0,0,0.041666667,0,0,0,0.125,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,subjects_020,0.033333333,0.033333333,0.033333333,0.033333333,0.166666667,0.166666667,0.133333333,0,0.2,0,0,0,0,0.1,0.033333333,0,0,0,0.033333333,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,subjects_021,0.010752688,0.010752688,0.010752688,0.010752688,0.11827957,0.150537634,0.11827957,0,0.107526882,0,0.129032258,0,0.032258065,0.010752688,0.064516129,0.010752688,0.021505376,0,0.010752688,0.010752688,0.010752688,0,0.043010753,0,0.043010753,0.010752688,0.010752688,0.032258065,0,0.010752688,0.010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,subjects_022,0.022727273,0.022727273,0.022727273,0.022727273,0.113636364,0.113636364,0.068181818,0,0.090909091,0,0.045454545,0,0.068181818,0.045454545,0.090909091,0,0,0,0,0.022727273,0,0,0,0,0,0,0.159090909,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,subjects_023,0.015625,0.015625,0.015625,0.015625,0.140625,0.171875,0.0625,0,0.109375,0,0,0,0.015625,0.15625,0.03125,0,0,0,0.078125,0.015625,0.015625,0.015625,0,0,0.03125,0,0.015625,0,0,0.03125,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,subjects_026,0.01369863,0.01369863,0.01369863,0.01369863,0.123287671,0.04109589,0.178082192,0,0.178082192,0,0.054794521,0,0.01369863,0.02739726,0.164383562,0,0,0,0,0,0,0.02739726,0.01369863,0,0,0,0.095890411,0,0,0.01369863,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,subjects_028,0.008064516,0.008064516,0.008064516,0.008064516,0.096774194,0.080645161,0.096774194,0,0.112903226,0,0.080645161,0,0.016129032,0.016129032,0.016129032,0.056451613,0.008064516,0,0.008064516,0.016129032,0,0.008064516,0,0.008064516,0,0,0.064516129,0.016129032,0,0.016129032,0.016129032,0,0,0,0.008064516,0.112903226,0.080645161,0.032258065,0,0,0,0,0,0,0,0,0
11,subjects_029,0.011627907,0.011627907,0.011627907,0.011627907,0.069767442,0.093023256,0.313953488,0,0.081395349,0,0.209302326,0,0.011627907,0.034883721,0.023255814,0,0,0,0,0,0.011627907,0,0,0,0,0,0.023255814,0,0,0.023255814,0.023255814,0,0,0,0.011627907,0.011627907,0,0,0.011627907,0,0,0,0,0,0,0,0
12,subjects_030,0.010989011,0.010989011,0.010989011,0.010989011,0.120879121,0.164835165,0.208791209,0,0.131868132,0,0.065934066,0,0.010989011,0.043956044,0.032967033,0.021978022,0.010989011,0,0,0.032967033,0.010989011,0,0,0,0,0,0.010989011,0,0,0.021978022,0.021978022,0,0,0,0.010989011,0.021978022,0.010989011,0,0,0,0,0,0,0,0,0,0
13,subjects_031,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0.034482759,0.224137931,0,0.24137931,0,0.103448276,0,0,0,0.103448276,0.017241379,0,0,0,0.034482759,0,0.017241379,0,0,0.017241379,0,0.034482759,0,0,0.051724138,0,0,0,0,0.017241379,0.017241379,0,0,0,0,0,0,0,0,0,0,0
14,subjects_032,0.008196721,0.008196721,0.008196721,0.008196721,0.090163934,0.12295082,0.180327869,0,0.098360656,0,0.073770492,0,0.024590164,0.032786885,0.081967213,0,0,0,0,0.049180328,0.016393443,0.008196721,0.008196721,0,0.040983607,0,0.073770492,0.024590164,0,0,0,0,0,0,0.008196721,0.016393443,0,0.008196721,0,0.008196721,0,0,0,0,0,0,0
15,subjects_034,0.020408163,0.020408163,0.020408163,0.020408163,0.12244898,0.081632653,0.285714286,0,0.081632653,0,0.12244898,0.020408163,0.020408163,0.020408163,0.020408163,0.040816327,0,0,0,0.020408163,0.020408163,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0.020408163,0.020408163,0,0,0,0,0,0,0,0,0,0,0
16,subjects_036,0.02,0.02,0.02,0.02,0.12,0.1,0.12,0,0.04,0,0.02,0,0.04,0,0.12,0.04,0.04,0,0,0.04,0,0.02,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0.02,0.08,0.04,0.02,0.02,0,0,0,0,0,0,0,0
17,subjects_037,0.00990099,0.00990099,0.00990099,0.00990099,0.059405941,0.069306931,0.227722772,0,0.099009901,0,0.138613861,0.03960396,0,0.089108911,0.02970297,0,0,0,0,0.00990099,0.00990099,0.059405941,0,0,0,0,0.03960396,0,0,0.03960396,0.02970297,0,0,0,0.00990099,0.00990099,0,0,0,0,0,0,0,0,0,0,0
18,subjects_038,0.016129032,0.016129032,0.016129032,0.016129032,0.080645161,0.161290323,0.177419355,0,0.129032258,0,0.080645161,0,0.032258065,0.064516129,0.112903226,0,0,0,0,0,0.016129032,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0,0,0.016129032,0,0,0,0,0,0,0,0
19,subjects_039,0.013333333,0.013333333,0.013333333,0.013333333,0.08,0.133333333,0.24,0,0.146666667,0,0.04,0.026666667,0,0.066666667,0,0.026666667,0,0,0,0,0.053333333,0,0.053333333,0,0,0,0.013333333,0.013333333,0,0,0,0,0,0,0.013333333,0.026666667,0,0.013333333,0,0,0,0,0,0,0,0,0
20,subjects_041,0.019607843,0.019607843,0.019607843,0.019607843,0.019607843,0.156862745,0.215686275,0,0.176470588,0,0.137254902,0.019607843,0.019607843,0,0,0,0,0,0,0.019607843,0,0,0.058823529,0,0,0.019607843,0.019607843,0,0,0,0,0,0,0,0.019607843,0.019607843,0,0,0,0.019607843,0,0,0,0,0,0,0
21,subjects_043,0.014705882,0.014705882,0.014705882,0.014705882,0.044117647,0.073529412,0.205882353,0,0.088235294,0,0.161764706,0,0,0.147058824,0,0.029411765,0,0,0,0.058823529,0.029411765,0,0.058823529,0,0,0.014705882,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0,0,0,0,0
22,subjects_044,0.011111111,0.011111111,0.011111111,0.011111111,0.044444444,0.144444444,0.222222222,0,0.111111111,0,0.055555556,0,0.011111111,0.011111111,0.055555556,0.022222222,0,0,0,0.077777778,0.011111111,0.011111111,0,0,0.022222222,0,0.033333333,0,0,0.055555556,0.044444444,0,0,0,0.011111111,0.011111111,0,0,0,0,0,0,0,0,0,0,0
