,x,y
149,25,0.06620313319766416
150,20,-0.12176757031398093
151,39,0.0894654946371925
152,38,0.06925543161534455
153,29,-0.11144266688119887
154,9,-0.21276659309496468
155,30,-0.11310020880842404
156,23,-0.07129075310555062
157,22,-0.1710628040011867
158,1,-0.27108216415738545
159,10,-0.03998009640482198
160,26,-0.2327162170024696
161,11,-0.10566519661993416
162,3,-0.17305658966153978
163,12,-0.16916609107471478
164,0,0.027360338311890702
165,32,-0.3329103396754445
166,13,0.2618078653137157
167,4,-0.13584955549524969
168,40,-0.13746293166751145
169,18,-0.4056549485403198
170,7,-0.22642050119254506
171,14,-0.335624398264778
172,31,-0.23885008451092124
173,2,-0.4379000258504293
174,17,-0.4553783898533571
175,5,0.6664760195084434
176,41,0.1433791825834834
177,42,-0.35042435439010416
178,43,-0.321161894758029
179,33,-0.07557483361170596
180,34,-0.18535170839778053
181,45,0.3177069114718584
182,35,-0.15933448316375465
183,8,-0.1243141443863984
184,6,-0.015837087890193124
185,36,-0.13620303071748247
186,37,-0.07428699133609194
187,21,-0.15440661255044266
188,15,-0.01767457019272065
189,16,-0.1824320244128121
190,46,-0.14777167224103605
191,44,-0.34210848330410115
192,27,1.0
193,24,-0.11240470831037593
194,28,-0.3950711042299799
195,19,0.08621068080532293
196,25,-0.1258766659994764
197,20,-0.08990283295829711
198,39,-0.23679922570571946
199,38,-0.07824466771358912
200,29,0.26218717219624
201,9,0.16381625390918944
202,30,0.16416992668048366
203,23,0.10532341764066463
204,22,0.023644355946472902
205,1,0.3280247873704976
206,10,0.04274096493501118
207,26,0.18442466226444865
208,11,0.15295337938196532
209,3,0.1477549415453171
210,12,-0.019853107356268808
211,0,0.01969520836462054
212,32,0.11493345070707645
213,13,-0.1080941717852388
214,4,0.25638149227782275
215,40,0.1054756348815069
216,18,0.2255674996312749
217,7,0.06371449914445483
218,14,0.16547154664949398
219,31,0.10661959302191668
220,2,0.171524557787304
221,17,0.1832237836150266
222,5,-0.2728395518887516
223,41,-0.05514428209232745
224,42,0.30154413792208623
225,43,0.2786639312606633
226,33,-0.051214731218374165
227,34,0.023768821975004625
228,45,-0.2879959025661108
229,35,0.07387523268820974
230,8,-0.13625845578876233
231,6,-0.131353266933755
232,36,0.17953680395556812
233,37,-0.03496864329187817
234,21,0.09685863841343056
235,15,-0.19817407472477566
236,16,-0.10334713990973987
237,46,-0.14926965975279327
238,44,-0.02593877114711856
239,27,-0.11240470831037593
240,24,1.0
241,28,0.26362528130624074
242,19,0.10072803669160624
243,25,0.15976159364538656
244,20,0.2356505088814597
245,39,0.17955195984611122
246,38,0.017510143741185244
247,29,-0.11074401392012552
248,9,0.022336698342511188
249,30,-0.1052580685421956
250,23,0.008899878802994598
251,22,0.2428646480149179
252,1,-0.10536455244679024
253,10,0.12521937045559106
254,26,-0.001015438154693073
255,11,-0.08239370175998516
256,3,-0.04103805146421596
257,12,-0.01982816323265174
258,0,-0.0810910274412412
259,32,-0.06937353538788396
260,13,0.028738999622272318
261,4,-0.2601458004635084
262,40,-0.00729980789205317
263,18,0.02586496397061418
264,7,0.030263630401161718
265,14,0.045851159938803586
266,31,0.028923496585421545
267,2,-0.033877877351524414
268,17,-0.03061504172065876
269,5,-0.1781647512375605
270,41,-0.2590489375819633
271,42,-0.17793452509756846
272,43,-0.09776522372764317
273,33,-0.18329625921028056
274,34,-0.011657379251828965
275,45,0.2758366455964181
276,35,-0.1296557425374654
277,8,0.1260862140992041
278,6,0.1170937380251874
279,36,-0.13640622310755912
280,37,0.015786679325205968
281,21,-0.10011392778209352
282,15,-0.2850589763776139
283,16,-0.239883671866307
284,46,-0.22131042759619
285,44,0.05403004715333108
286,27,-0.3950711042299799
287,24,0.26362528130624074
288,28,1.0
289,19,0.1908686683476996
290,25,0.3311448238547253
291,20,0.4850037964194482
292,39,0.5589022361440655
293,38,0.06829711052854534
294,29,-0.11089097343260257
295,9,0.06646987824217933
296,30,-0.2366962860272789
297,23,-0.032080312299698495
298,22,-0.10945165914849753
299,1,-0.1162055707731572
300,10,0.011797999240933731
301,26,-0.09365677379304388
302,11,-0.14578643815394002
303,3,-0.19099747476567008
304,12,-0.020166547734464472
305,0,-0.14670250963946355
306,32,-0.22451896869086208
307,13,0.03829890056534031
308,4,-0.2912192108030592
309,40,-0.14900046299801528
310,18,-0.1442404127466222
311,7,-0.08142972653469646
312,14,-0.1825361471640997
313,31,-0.009069260479799014
314,2,-0.20836783130246364
315,17,-0.07538581635096978
316,5,0.1159126097106048
317,41,-0.30106942348342963
318,42,-0.2794593645538562
319,43,-0.2969923810264693
320,33,-0.003732631603806725
321,34,-0.001474719601867315
322,45,0.2664989740069983
323,35,-0.08041616681105401
324,8,0.07477324879354219
325,6,-0.03212405502175971
326,36,-0.10328126956243586
327,37,0.03571179312556449
328,21,-0.05579897288930278
329,15,-0.34963787576371114
330,16,-0.3895639461383977
331,46,-0.4126445928719962
332,44,-0.28611584120271816
333,27,0.08621068080532293
334,24,0.10072803669160624
335,28,0.1908686683476996
336,19,1.0
337,25,0.24129751284533
338,20,0.38781087954716736
339,39,0.2273758330893227
340,38,0.04342529566158404
341,29,0.15974346988926294
342,9,0.2119182275533376
343,30,-0.04309502431600122
344,23,-0.12719835944873176
345,22,0.0025039739972633696
346,1,0.17027102155940504
347,10,0.0310162312898527
348,26,-0.005203845034080703
349,11,-0.08876527356459472
350,3,-0.07737947115473469
351,12,0.1520855355810724
352,0,-0.018683036431181164
353,32,-0.07519442438400008
354,13,-0.02123890591391
355,4,-0.03810373137028825
356,40,-0.0459466199526282
357,18,-0.08064214261210996
358,7,0.20697748705726265
359,14,0.17260105790014102
360,31,0.13624247999498848
361,2,-0.1879423601643289
362,17,-0.019653887982734885
363,5,-0.3505005784233769
364,41,-0.4038903924354571
365,42,0.17017183088059964
366,43,-0.07246329540568835
367,33,0.057445272166913024
368,34,0.0073627258732202544
369,45,-0.2691997955629089
370,35,0.0213514244934265
371,8,-0.01698253222999916
372,6,-0.1771505688577099
373,36,0.04723002950103367
374,37,-0.10222845424571307
375,21,-0.05748460440537904
376,15,-0.1940326874379269
377,16,-0.20173354334556745
378,46,-0.3571192247553893
379,44,0.06620313319766416
380,27,-0.1258766659994764
381,24,0.15976159364538656
382,28,0.3311448238547253
383,19,0.24129751284533
384,25,1.0
385,20,0.3318186533024405
386,39,0.3706199671275676
387,38,0.22508338573890266
388,29,-0.06281151674188773
389,9,-0.02428606834219612
390,30,-0.2893459872245753
391,23,0.03223097669843608
392,22,-0.148767520980412
393,1,0.09090644431737084
394,10,0.23640642794190744
395,26,-0.07235711081373337
396,11,-0.17218390438014294
397,3,-0.06986292614861836
398,12,0.05207587400354139
399,0,-0.02583685995569381
400,32,-0.022602372124414204
401,13,0.09452967988912024
402,4,-0.12701168256731524
403,40,-0.14133028106293094
404,18,-0.18002316858669054
405,7,-0.0036678376706292095
406,14,-0.04874751203377668
407,31,-0.03132822061266774
408,2,-0.285648950275888
409,17,-0.0029231478843252767
410,5,-0.07882061307122455
411,41,-0.4087719704108789
412,42,-0.10150461488645696
413,43,-0.13215572311460838
414,33,0.10389670679985424
415,34,-0.12899372181591173
416,45,0.12392183437042505
417,35,0.09027556720019772
418,8,0.00958533735364124
419,6,0.014720967613067432
420,36,-0.0286242744444968
421,37,0.0354223283189435
422,21,-0.14608228146941088
423,15,-0.4551624235230559
424,16,-0.3951219198483501
425,46,-0.4442668445851817
426,44,-0.12176757031398093
427,27,-0.08990283295829711
428,24,0.2356505088814597
429,28,0.4850037964194482
430,19,0.38781087954716736
431,25,0.3318186533024405
432,20,1.0
433,39,0.6243361100554232
434,38,0.1447732936699476
435,29,0.001139036287348476
436,9,0.030374773534252213
437,30,-0.2553372465983907
438,23,0.1028890014726171
439,22,0.0656434863514912
440,1,-0.08297888076717773
441,10,0.1841839724387488
442,26,-0.005556335301698443
443,11,-0.148401243323865
444,3,-0.21441075534827087
445,12,0.2885912972659309
446,0,0.15578465198658192
447,32,-0.11240907612921663
448,13,0.06404635218446111
449,4,-0.2413191587010076
450,40,-0.0028317100542396066
451,18,-0.12314037724584245
452,7,-0.0116929652590316
453,14,-0.1475567879124642
454,31,0.0759568053008688
455,2,-0.329710486819903
456,17,-0.1414930838887619
457,5,-0.18486537983083048
458,41,-0.4508365489820486
459,42,-0.23113421716399085
460,43,-0.18680528530987306
461,33,0.01421755259326731
462,34,-0.2700918911252841
463,45,0.09122649876690568
464,35,-0.10675911900693663
465,8,0.12689129318118886
466,6,-0.07514447478751772
467,36,-0.06714080561848591
468,37,0.024876301258989576
469,21,0.05091588752638517
470,15,-0.16983017130425646
471,16,-0.2173141041274356
472,46,-0.4231878756502248
473,44,0.0894654946371925
474,27,-0.23679922570571946
475,24,0.17955195984611122
476,28,0.5589022361440655
477,19,0.2273758330893227
478,25,0.3706199671275676
479,20,0.6243361100554232
480,39,1.0
481,38,0.2069810527361706
482,29,-0.008685321574318965
483,9,0.05438459685532314
484,30,-0.3824657814755377
485,23,-0.016916354763049733
486,22,-0.030981424777093668
487,1,-0.16444826486808567
488,10,0.10940961172842807
489,26,-0.06317056027281936
490,11,-0.16970784250777668
491,3,-0.1942341709421176
492,12,0.2595369473555449
493,0,0.12144061211837792
494,32,-0.08069319017232872
495,13,0.3621470167457522
496,4,-0.1967005761637801
497,40,-0.1902122384066657
498,18,-0.3075150979843427
499,7,-0.11402215944374205
500,14,-0.2232109776999156
501,31,-0.12366502537922636
502,2,-0.24111148980529265
503,17,-0.043809491593143735
504,5,-0.0850476093909003
505,41,-0.5467850972425372
506,42,-0.32510792084869605
507,43,-0.30911773230395545
508,33,0.11380869054183065
509,34,-0.23473102199346746
510,45,0.16815147596242253
511,35,-0.06081201972979047
512,8,0.07618469657581524
513,6,0.01584619474118542
514,36,-0.0693352824988878
515,37,-0.09238700050267873
516,21,-0.0410892025201287
517,15,0.01962581600416952
518,16,0.06805851332473642
519,46,-0.15306564631096492
520,44,0.06925543161534455
521,27,-0.07824466771358912
522,24,0.017510143741185244
523,28,0.06829711052854534
524,19,0.04342529566158404
525,25,0.22508338573890266
526,20,0.1447732936699476
527,39,0.2069810527361706
528,38,1.0
529,29,0.04841269747553102
530,9,0.139853167027061
531,30,-0.1539314696512928
532,23,-0.046869274870001504
533,22,-0.012386656892446356
534,1,-0.006787787554364754
535,10,-0.02420242686737629
536,26,-0.14313365416303184
537,11,0.09820158754736426
538,3,0.08080821586247394
539,12,0.17386340297365174
540,0,-0.0738458008636579
541,32,-0.1503187058904296
542,13,-0.013734936643803736
543,4,-0.06863037764204646
544,40,-0.13025161843972566
545,18,-0.11085530473462324
546,7,0.01831815145845381
547,14,0.020821645845962328
548,31,-0.06696606363013614
549,2,-0.08448072907029935
550,17,-0.047217405820327706
551,5,0.035528384883213825
552,41,-0.14476015840778764
553,42,-0.16543022772577207
554,43,-0.03802099854906678
555,33,0.1170906388027211
556,34,-0.1096100722865878
557,45,-0.008522815549407372
558,35,-0.05196521753848946
559,8,0.1326304388079049
560,6,0.07507614197581537
561,36,-0.009720853623166823
562,37,-0.09088164554967124
563,21,-0.05196521753848946
564,15,0.09026515954636573
565,16,-0.14991191093773826
566,46,-0.20661256285089
567,44,-0.11144266688119887
568,27,0.26218717219624
569,24,-0.11074401392012552
570,28,-0.11089097343260257
571,19,0.15974346988926294
572,25,-0.06281151674188773
573,20,0.001139036287348476
574,39,-0.008685321574318965
575,38,0.04841269747553102
576,29,1.0
577,9,-0.18000452390346686
578,30,0.1718248938885246
579,23,-0.07248885524836712
580,22,-0.05148746020912859
581,1,0.1166985522133758
582,10,-0.06343936525971805
583,26,0.14039184234290075
584,11,-0.12243956525876525
585,3,0.0032764774510440136
586,12,-0.032662608273018964
587,0,0.1005209557882179
588,32,0.14400862902155115
589,13,-0.03123156230549975
590,4,0.13634129330396966
591,40,0.09917907362498757
592,18,0.1083780228811428
593,7,0.0740387600501802
594,14,0.09640789987035174
595,31,0.08602879720260638
596,2,0.11488366348853085
597,17,-0.044558026788883084
598,5,-0.09765539083909444
599,41,-0.15496891490416947
600,42,0.10292520342063906
601,43,0.02588327746129936
602,33,0.0727036887296787
603,34,0.06153849044459647
604,45,-0.3049997737481867
605,35,0.12807096424539993
606,8,-0.03510506418840263
607,6,-0.16095713006861934
608,36,0.14769904449858898
609,37,0.1046818035455548
610,21,0.10478533438259996
611,15,-0.14443484306837032
612,16,-0.04769253578826622
613,46,-0.15050247583984006
614,44,-0.21276659309496468
615,27,0.16381625390918944
616,24,0.022336698342511188
617,28,0.06646987824217933
618,19,0.2119182275533376
619,25,-0.02428606834219612
620,20,0.030374773534252213
621,39,0.05438459685532314
622,38,0.139853167027061
623,29,-0.18000452390346686
624,9,1.0
625,30,-0.0887467483630412
626,23,-0.05587310172908018
627,22,0.039113619088510125
628,1,0.14058636922149534
629,10,0.14316527169027618
630,26,-0.004542698391348936
631,11,0.4152082385663099
632,3,0.2154470852788528
633,12,0.11641622978298488
634,0,-0.11942568054776664
635,32,-0.15538207476070515
636,13,-0.10130661274939402
637,4,0.038741765879412665
638,40,-0.17255832649784006
639,18,-0.06289974608084442
640,7,0.07288753619369027
641,14,0.14038513641514525
642,31,-0.06894924057518019
643,2,0.026755293849889752
644,17,0.16927596554917249
645,5,-0.22209632661161546
646,41,-0.21599915389534247
647,42,-0.08317823344362303
648,43,0.10288968630452353
649,33,0.1297112178222972
650,34,-0.08723165644347204
651,45,0.03758884519666512
652,35,-0.05429675592019822
653,8,-0.03141078185544105
654,6,0.14116612381835486
655,36,-0.06720350721191252
656,37,-0.1173709716263154
657,21,-0.07897709952028832
658,15,0.10106056153350174
659,16,0.057495192302492185
660,46,0.30420894795704345
661,44,-0.11310020880842404
662,27,0.16416992668048366
663,24,-0.1052580685421956
664,28,-0.2366962860272789
665,19,-0.04309502431600122
666,25,-0.2893459872245753
667,20,-0.2553372465983907
668,39,-0.3824657814755377
669,38,-0.1539314696512928
670,29,0.1718248938885246
671,9,-0.0887467483630412
672,30,1.0
673,23,0.028233466772092264
674,22,0.07585465416853687
675,1,0.10704893994774146
676,10,-0.1849819388487689
677,26,0.1029120802752876
678,11,0.11844793223560902
679,3,0.3572493661610953
680,12,-0.051810707848009036
681,0,-0.02100995655764137
682,32,0.05939551645658725
683,13,-0.05234734994100914
684,4,0.17220755955973613
685,40,0.03480098189397572
686,18,0.20231927421927048
687,7,0.1669618014422292
688,14,0.02340901867431249
689,31,0.01297397037901726
690,2,0.1941507059737386
691,17,0.1460627743850267
692,5,-0.116745304779634
693,41,0.21888517194395987
694,42,0.05655116181444995
695,43,0.11283259272005422
696,33,-0.04842999345230821
697,34,0.12310488038443056
698,45,-0.088815650184438
699,35,-0.03122879650388822
700,8,0.0049043221022230426
701,6,-0.010539900463153005
702,36,0.005973224314533127
703,37,-0.0012529951599552526
704,21,0.06410121387640212
705,15,0.08853399924063057
706,16,0.05151204436752066
707,46,-0.05492092502959724
708,44,-0.07129075310555062
709,27,0.10532341764066463
710,24,0.008899878802994598
711,28,-0.032080312299698495
712,19,-0.12719835944873176
713,25,0.03223097669843608
714,20,0.1028890014726171
715,39,-0.016916354763049733
716,38,-0.046869274870001504
717,29,-0.07248885524836712
718,9,-0.05587310172908018
719,30,0.028233466772092264
720,23,1.0
721,22,0.457430446704528
722,1,-0.07339702688648576
723,10,-0.1551462941419098
724,26,0.14058363691685746
725,11,0.041351549955023985
726,3,-0.08657809302553099
727,12,-0.0017261245093587328
728,0,0.07941212754444035
729,32,0.07342064091132562
730,13,-0.10844312398663952
731,4,-0.04095699015366573
732,40,0.2074271156704192
733,18,0.09696197367964668
734,7,-0.18912275325867314
735,14,-0.1810014554713203
736,31,0.014033286581429529
737,2,0.046405681030345605
738,17,-0.09721088125513848
739,5,0.042229771694510386
740,41,0.07371825019908429
741,42,0.06600034655031482
742,43,0.1756130479575882
743,33,-0.03445565252983738
744,34,-0.0561196869585413
745,45,-0.152663315018111
746,35,-0.07495408750982865
747,8,0.11344630305604884
748,6,0.1020123711071306
749,36,-0.15210362232236607
750,37,0.051972530090412083
751,21,-0.07495408750982865
752,15,0.05465417612199425
753,16,-0.025690154989574804
754,46,-0.13701645716937286
755,44,-0.1710628040011867
756,27,0.023644355946472902
757,24,0.2428646480149179
758,28,-0.10945165914849753
759,19,0.0025039739972633696
760,25,-0.148767520980412
761,20,0.0656434863514912
762,39,-0.030981424777093668
763,38,-0.012386656892446356
764,29,-0.05148746020912859
765,9,0.039113619088510125
766,30,0.07585465416853687
767,23,0.457430446704528
768,22,1.0
769,1,-0.01005048622051089
770,10,0.021282257620977282
771,26,0.036946098351261836
772,11,-0.03525549476711685
773,3,-0.10765288894146913
774,12,0.025483562245109573
775,0,0.09625498761044364
776,32,0.009196690455676186
777,13,-0.04525708908273137
778,4,-0.13240308959872146
779,40,0.047060413857274455
780,18,0.14392867301270088
781,7,0.031172295605975037
782,14,0.1006806880278662
783,31,0.1852722243798409
784,2,0.15119345236798615
785,17,0.009640177724820832
786,5,-0.20031073822896334
787,41,-0.023524250148248986
788,42,0.0840929705962192
789,43,0.10040184220093744
790,33,0.0934377305960449
791,34,0.012943318301682454
792,45,-0.08381137121074825
793,35,-0.04332658001041733
794,8,0.1861447497388977
795,6,0.07577358613903105
796,36,-0.08792221987306745
797,37,0.06657332417192396
798,21,-0.04332658001041733
799,15,0.0662235505173159
800,16,-0.19889812163058992
801,46,-0.12793536255101032
802,44,-0.27108216415738545
803,27,0.3280247873704976
804,24,-0.10536455244679024
805,28,-0.1162055707731572
806,19,0.17027102155940504
807,25,0.09090644431737084
808,20,-0.08297888076717773
809,39,-0.16444826486808567
810,38,-0.006787787554364754
811,29,0.1166985522133758
812,9,0.14058636922149534
813,30,0.10704893994774146
814,23,-0.07339702688648576
815,22,-0.01005048622051089
816,1,1.0
817,10,0.1356081129328201
818,26,-0.07205914717379201
819,11,-0.01587937576257817
820,3,-0.018914653600937286
821,12,0.08157804133664671
822,0,-0.05276808491465899
823,32,0.12471472946024882
824,13,-0.11583799696786365
825,4,0.0011064858017333134
826,40,0.15200260601836504
827,18,0.03142921386037599
828,7,-0.07005684035733875
829,14,-0.01897839298244024
830,31,0.2152200830342081
831,2,0.019236097590883856
832,17,0.2306071341357607
833,5,-0.3495154644205016
834,41,-0.16655001600911956
835,42,0.12914308988008613
836,43,0.07786227461637847
837,33,0.013461756009450295
838,34,0.2108020132823782
839,45,-0.17138423377250345
840,35,0.2713554388520171
841,8,-0.046685143257666345
842,6,-0.06494140944321587
843,36,0.0882559286789465
844,37,-0.06494140944321587
845,21,0.2884936770953024
846,15,-0.16379951061827672
847,16,-0.08956791635002995
848,46,-0.07350860976856953
849,44,-0.03998009640482198
850,27,0.04274096493501118
851,24,0.12521937045559106
852,28,0.011797999240933731
853,19,0.0310162312898527
854,25,0.23640642794190744
855,20,0.1841839724387488
856,39,0.10940961172842807
857,38,-0.02420242686737629
858,29,-0.06343936525971805
859,9,0.14316527169027618
860,30,-0.1849819388487689
861,23,-0.1551462941419098
862,22,0.021282257620977282
863,1,0.1356081129328201
864,10,1.0
865,26,-0.059958437099585996
866,11,-0.060921858109523136
867,3,0.07840203378332374
868,12,-0.04825208027950538
869,0,0.1260008675348319
870,32,0.0018836307315546093
871,13,-0.03136494873939435
872,4,-0.04495638043107299
873,40,-0.014520949237771532
874,18,-0.12617938326095554
875,7,-0.04806396966049322
876,14,-0.02909314424329188
877,31,-0.11334258796285852
878,2,-0.06076684424919088
879,17,0.05347113202138561
880,5,-0.2622526184034741
881,41,-0.20996436885809128
882,42,-0.03121138568100113
883,43,-0.15252754717563616
884,33,-0.056436603697158284
885,34,-0.17282868420047875
886,45,0.14008105373571084
887,35,-0.03872767237993862
888,8,-0.13489587931430336
889,6,-0.06773058520519924
890,36,-0.07858970002576685
891,37,0.10159587780779886
892,21,-0.03872767237993862
893,15,-0.017703410278164456
894,16,-0.2319980634177197
895,46,-0.1462741872616506
896,44,-0.2327162170024696
897,27,0.18442466226444865
898,24,-0.001015438154693073
899,28,-0.09365677379304388
900,19,-0.005203845034080703
901,25,-0.07235711081373337
902,20,-0.005556335301698443
903,39,-0.06317056027281936
904,38,-0.14313365416303184
905,29,0.14039184234290075
906,9,-0.004542698391348936
907,30,0.1029120802752876
908,23,0.14058363691685746
909,22,0.036946098351261836
910,1,-0.07205914717379201
911,10,-0.059958437099585996
912,26,1.0
913,11,0.09088220638577628
914,3,0.13071310419812412
915,12,0.02227554710592064
916,0,-0.08071528954867564
917,32,0.06405178000485626
918,13,-0.06085108743017064
919,4,0.17210047313568252
920,40,0.008009323503185386
921,18,0.1653191997503228
922,7,0.05116834748607229
923,14,0.09661418854698116
924,31,0.0016835857835171876
925,2,0.14323530334819362
926,17,0.20948525721947814
927,5,-0.10478963697318452
928,41,-0.04616630074348712
929,42,0.05397827478054265
930,43,0.1267718692553502
931,33,-0.11616309283716147
932,34,0.04120220126173037
933,45,-0.24654376949038045
934,35,0.06885347183822584
935,8,0.0011044523955500065
936,6,0.16074481439077876
937,36,-0.010780745185620031
938,37,0.08106900571172328
939,21,-0.016793529716640446
940,15,-0.04265324413565914
941,16,0.06754296205329817
942,46,0.08206945316731296
943,44,-0.10566519661993416
944,27,0.15295337938196532
945,24,-0.08239370175998516
946,28,-0.14578643815394002
947,19,-0.08876527356459472
948,25,-0.17218390438014294
949,20,-0.148401243323865
950,39,-0.16970784250777668
951,38,0.09820158754736426
952,29,-0.12243956525876525
953,9,0.4152082385663099
954,30,0.11844793223560902
955,23,0.041351549955023985
956,22,-0.03525549476711685
957,1,-0.01587937576257817
958,10,-0.060921858109523136
959,26,0.09088220638577628
960,11,1.0
961,3,0.16017009418122838
962,12,-0.018389315832206862
963,0,-0.1375307073125202
964,32,0.06875633879039841
965,13,-0.04923568910501441
966,4,0.009738483100841884
967,40,0.0492373537025458
968,18,0.08999152452695265
969,7,0.05276271308355178
970,14,0.1172860447646878
971,31,-0.1274809900330902
972,2,-0.005293746215145618
973,17,0.14658481119965733
974,5,0.10210769520851982
975,41,0.2633475446974121
976,42,0.13856257608322262
977,43,0.17995772774262905
978,33,0.11089961166321564
979,34,0.09033351673376697
980,45,-0.02930247903033328
981,35,0.1365292440875983
982,8,0.02602579290760749
983,6,0.22924273930521802
984,36,-0.024001421636785945
985,37,-0.07354677471286405
986,21,-0.0967802236570317
987,15,-0.03053361369095082
988,16,-0.08143322694469755
989,46,-0.05444977036176274
990,44,-0.17305658966153978
991,27,0.1477549415453171
992,24,-0.04103805146421596
993,28,-0.19099747476567008
994,19,-0.07737947115473469
995,25,-0.06986292614861836
996,20,-0.21441075534827087
997,39,-0.1942341709421176
998,38,0.08080821586247394
999,29,0.0032764774510440136
1000,9,0.2154470852788528
1001,30,0.3572493661610953
1002,23,-0.08657809302553099
1003,22,-0.10765288894146913
1004,1,-0.018914653600937286
1005,10,0.07840203378332374
1006,26,0.13071310419812412
1007,11,0.16017009418122838
1008,3,1.0
1009,12,-0.02453438455785801
1010,0,-0.025776491099974996
1011,32,0.07853048286437589
1012,13,-0.0314455106029692
1013,4,0.15429415969135438
1014,40,-0.07038363550335876
1015,18,0.09139840560291128
1016,7,0.1705661044098387
1017,14,0.17430808048943186
1018,31,-0.025476743049087786
1019,2,0.20348294090671515
1020,17,0.1797339026928479
1021,5,-0.111409943864879
1022,41,-0.012739721647215218
1023,42,0.0658603633238643
1024,43,0.1182297869667981
1025,33,0.056821483170279186
1026,34,0.025121657537065915
1027,45,-0.020545737021861216
1028,35,-0.07763907686568752
1029,8,-0.049630931952388296
1030,6,0.08190055455838782
1031,36,0.04615112147505778
1032,37,-0.13578249834680087
1033,21,-0.07763907686568752
1034,15,-0.05208147014236617
1035,16,-0.2003633809991449
1036,46,-0.27824547780247005
1037,44,-0.16916609107471478
