ZIndependentcleanup,ZControl,ZAutonomySupport,ZUnknowncategory,ZHostility,ZAffection,ZAlertness,ZConstruction,ZInadequateboundariessetting,ZYesCompliance,ZFeedback,ZConcern,ZCompliance,ZAffect
-.712708079476563,-.890037170445874,-1.10617424743768,-.139519855115439,-.4157539777778,-1.13113463102063,-1.39875971439827,1.37926706643474,-.713676534359823, ,1.63311432962616,.705010816224985,-.712708079476563,-.712708079476563
-.694519886507146,-.0742839630868083,-.389012890578717,-.139519855115439,-.4157539777778,-.912740599718668,-1.39875971439827,.554749613453752,-.713676534359823, ,1.52947891292492,.27876795592584,-.694519886507146,-.694519886507146
-.480961890405577,.397192508711536,-.146693395657493,8.06398561655477,-.4157539777778,-1.13113463102063,-1.39875971439827,-.319563135142657,-.713676534359823, ,2.58529591100319,-.622899633168506,-.480961890405577,-.480961890405577
-.694519886507146,-.719844055241465,.887947079367994,-.139519855115439,.243678721683472,.397623588093122,-1.39875971439827,.211200674711675,-.713676534359823, ,.552344984027527,-.622899633168506,-.694519886507146,-.694519886507146
.5559183801402,.813361163625845,.0721115430131515,-.139519855115439,-.4157539777778,1.81718479155589,-1.39875971439827,-1.05563603689973,-.713676534359823, ,.633772811435644,-.622899633168506,.5559183801402,.5559183801402
1.90639170811934,-.784400064456931,.5190475324945,-.139519855115439,-.4157539777778,-.344916118333559,-1.39875971439827,1.07007302156687,-.713676534359823, ,-1.56477852858349,-.622899633168506,1.90639170811934,1.90639170811934
-.53317301339136,.508802571762559,.12360186438197,-.139519855115439,1.88162445905502,-.877515755960286,-1.39875971439827,-.126807152115207,-.713676534359823, ,.704693822404003,.947747134931322,-.53317301339136,-.53317301339136
.760535551046131,.219152442438036,.565482440492562,-.139519855115439,-.4157539777778,2.62127190680404,-1.39875971439827,-.686711324273298,-.713676534359823, ,-.765305314031077,-.622899633168506,.760535551046131,.760535551046131
-.00677883985110545,-.276021491885138,3.50394146224494,-.139519855115439,-.4157539777778,-.394054775376501,-1.39875971439827,-.330962494240665,-.713676534359823, ,-1.56477852858349,-.622899633168506,-.00677883985110545,-.00677883985110545
-.214899729436931,1.49982146709852,-.474532279738009,-.139519855115439,-.4157539777778,1.77679685426033,-1.39875971439827,-.158232088182202,-.713676534359823, ,-.601029995972362,-.622899633168506,-.214899729436931,-.214899729436931
-.823597384999776,-1.08427313952232,-.659051020424079,5.74848003987366,.732935240638609,.580792775636706,-.601283038646827,-1.22394731132377,3.49868678150226, ,-.146358309216307,2.51839390303115,-.823597384999776,-.823597384999776
-.438616241239782,-.757376618738829,-.0986447320378627,-.139519855115439,-.4157539777778,-.582610087285465,-.248909623779908,.171253123695154,-.496760815436693, ,2.11651673842529,-.622899633168506,-.438616241239782,-.438616241239783
-.507641200502708,-.79078472470901,-.0085754880549103,-.139519855115439,-.4157539777778,-.871941714750169,-.312088200187511,1.10405038913476,-.0986847158744636, ,-.405103096485485,.982266844120329,-.507641200502708,-.507641200502708
.167851331870334,.738231325314742,-.731492576005038,-.139519855115439,-.4157539777778,.0888596128041373,.306190419966888,.00388665995352505,-.392042882163457, ,.254712235570276,.216583984264161,.167851331870334,.167851331870334
-.809314219182969,.920513555971187,-.644870079456928,-.139519855115439,1.33552630603738,.802189580504959,-.588209650519754,.13235337729546,-.254953128768285, ,-.267272819719739,-.622899633168506,-.809314219182969,-.809314219182969
.509983913202135,-1.00968736192315,-.898638638221849,-.139519855115439,-.4157539777778,-.649776357946914,.619344526278856,.565266417700958,-.332967313392696, ,.947851574295519,1.36444933871291,.509983913202135,.509983913202135
.465886824941592,1.423415450712,-1.52408841942024,-.139519855115439,-.4157539777778,-.187672415796144,.578982441465314,-.846930056613921,1.89798872147467, ,-1.21301031418043,3.27230435171907,.465886824941592,.465886824941592
-.625188655881155,-.847677736856248,1.05511785651173,-.139519855115439,-.4157539777778,1.20416788191127,-.41967943921828,-.797336556347986,-.528976021217356, ,1.5697897185725,-.622899633168506,-.625188655881155,-.625188655881155
.0476757298254725,.883643915594295,-.0411671639982506,-.139519855115439,-.4157539777778,-.750706318430113,.19619363710462,.272152905778818,-.412793440369674, ,-.146358309216307,-.622899633168506,.0476757298254725,.0476757298254725
-.25436561664728,-1.36540414739612,1.13198831806892,-.139519855115439,.533829109446432,-.816647225945803,-.0802649438225482,.451684931831128,.0325135387357465, ,-.392217813906618,.675501695127352,-.25436561664728,-.25436561664728
.423519034259894,-1.02363703978483,-.322243741823333,-.139519855115439,-.4157539777778,-.668653152969413,.540203183507204,.524436471800039,-.347897086763956, ,1.1941878588915,-.622899633168506,.423519034259894,.423519034259894
